3.953422e+002,1.242502e-003
3.972707e+002,8.360407e-004
3.991992e+002,6.538588e-004
4.011277e+002,7.596196e-004
4.030562e+002,9.474847e-004
4.049847e+002,1.174632e-003
4.069132e+002,1.408311e-003
4.088417e+002,1.566476e-003
4.107702e+002,1.559548e-003
4.126987e+002,1.228609e-003
4.146272e+002,8.115415e-004
4.165557e+002,6.829749e-004
4.184842e+002,7.627232e-004
4.204127e+002,7.902622e-004
4.223412e+002,6.582593e-004
4.242697e+002,5.134516e-004
4.261982e+002,6.412393e-004
4.281267e+002,9.275255e-004
4.300552e+002,1.032505e-003
4.319837e+002,1.066502e-003
4.339122e+002,1.200074e-003
4.358407e+002,1.221741e-003
4.377692e+002,1.027068e-003
4.396977e+002,7.766579e-004
4.416262e+002,5.600342e-004
4.435547e+002,3.639435e-004
4.454832e+002,2.070915e-004
4.474117e+002,2.129705e-004
4.493401e+002,4.690862e-004
4.512686e+002,7.317641e-004
4.531971e+002,6.991610e-004
4.551256e+002,4.950143e-004
4.570541e+002,4.133931e-004
4.589826e+002,5.310800e-004
4.609111e+002,7.781513e-004
4.628396e+002,9.996825e-004
4.647681e+002,9.818340e-004
4.666966e+002,7.399927e-004
4.686251e+002,5.748225e-004
4.705536e+002,5.425347e-004
4.724821e+002,3.270254e-004
4.744106e+002,2.255023e-006
4.763391e+002,4.579191e-005
4.782676e+002,3.726014e-004
4.801961e+002,5.162687e-004
4.821246e+002,3.785553e-004
4.840531e+002,8.042991e-005
4.859816e+002,-2.270415e-004
4.879101e+002,-3.455034e-004
4.898386e+002,-1.099028e-004
4.917671e+002,3.326353e-004
4.936956e+002,5.871604e-004
4.956241e+002,5.607909e-004
4.975526e+002,5.021137e-004
4.994811e+002,4.918397e-004
5.014096e+002,3.447016e-004
5.033381e+002,1.968685e-004
5.052666e+002,3.880373e-004
5.071951e+002,8.125429e-004
5.091236e+002,1.294919e-003
5.110521e+002,1.826682e-003
5.129806e+002,2.413581e-003
5.149091e+002,3.216223e-003
5.168376e+002,4.270762e-003
5.187661e+002,5.527666e-003
5.206946e+002,7.093923e-003
5.226231e+002,8.945646e-003
5.245516e+002,1.115966e-002
5.264801e+002,1.418037e-002
5.284086e+002,1.803138e-002
5.303371e+002,2.211014e-002
5.322656e+002,2.600627e-002
5.341941e+002,2.978022e-002
5.361226e+002,3.367929e-002
5.380511e+002,3.775292e-002
5.399796e+002,4.172369e-002
5.419081e+002,4.526304e-002
5.438366e+002,4.823071e-002
5.457651e+002,5.095328e-002
5.476936e+002,5.388624e-002
5.496221e+002,5.695904e-002
5.515506e+002,5.986445e-002
5.534791e+002,6.221717e-002
5.554076e+002,6.370781e-002
5.573361e+002,6.440509e-002
5.592646e+002,6.442106e-002
5.611931e+002,6.390713e-002
5.631216e+002,6.309989e-002
5.650500e+002,6.187594e-002
5.669786e+002,6.035937e-002
5.689070e+002,5.949957e-002
5.708356e+002,5.965959e-002
5.727640e+002,5.999893e-002
5.746926e+002,6.039660e-002
5.766210e+002,6.228080e-002
5.785496e+002,6.619339e-002
5.804780e+002,7.150104e-002
5.824066e+002,7.799180e-002
5.843350e+002,8.519328e-002
5.862635e+002,9.231855e-002
5.881920e+002,9.836380e-002
5.901205e+002,1.030410e-001
5.920490e+002,1.083932e-001
5.939775e+002,1.156561e-001
5.959061e+002,1.227742e-001
5.978345e+002,1.276595e-001
5.997631e+002,1.305295e-001
6.016915e+002,1.321342e-001
6.036201e+002,1.318656e-001
6.055485e+002,1.291710e-001
6.074771e+002,1.247900e-001
6.094055e+002,1.198722e-001
6.113340e+002,1.153260e-001
6.132625e+002,1.116284e-001
6.151910e+002,1.093733e-001
6.171195e+002,1.099641e-001
6.190480e+002,1.143301e-001
6.209765e+002,1.216616e-001
6.229050e+002,1.308459e-001
6.248335e+002,1.419999e-001
6.267620e+002,1.552771e-001
6.286905e+002,1.687987e-001
6.306190e+002,1.800782e-001
6.325475e+002,1.885602e-001
6.344760e+002,1.960147e-001
6.364045e+002,2.050610e-001
6.383330e+002,2.166739e-001
6.402615e+002,2.305095e-001
6.421900e+002,2.457966e-001
6.441185e+002,2.608231e-001
